Year;Author;Topic;Count
2018;Mlakar Janez (05378);Medicine (Mlakar Janez (05378));1
2018;Mlakar Janez (05378);Psychology (Mlakar Janez (05378));1
2021;Rakuša Sofia (52569);Medicine (Rakuša Sofia (52569));1
2022;Rakuša Sofia (52569);Medicine (Rakuša Sofia (52569));1
2021;Baketarić Mihael (55906);Computer Science (Baketarić Mihael (55906));2
2014;Stamenković Dragoslav (91861);Materials Science (Stamenković Dragoslav (91861));1
2019;Stamenković Dragoslav (91861);Medicine (Stamenković Dragoslav (91861));1
2022;Zajc Avramovič Mojca (50227);Medicine (Zajc Avramovič Mojca (50227));1
2015;Štricelj Aleš (91533);Computer Science (Štricelj Aleš (91533));1
2014;Junkar Ita (28480);Materials Science (Junkar Ita (28480));1
2015;Junkar Ita (28480);Materials Science (Junkar Ita (28480));1
2019;Junkar Ita (28480);Materials Science (Junkar Ita (28480));1
2020;Junkar Ita (28480);Materials Science (Junkar Ita (28480));1
2015;Junkar Ita (28480);Physics (Junkar Ita (28480));1
2016;Junkar Ita (28480);Chemistry (Junkar Ita (28480));1
2021;Junkar Ita (28480);Chemistry (Junkar Ita (28480));1
2020;Junkar Ita (28480);Medicine (Junkar Ita (28480));1
2021;Junkar Ita (28480);Medicine (Junkar Ita (28480));1
2022;Žvanut Boštjan (24930);Computer Science (Žvanut Boštjan (24930));1
2022;Žvanut Boštjan (24930);Medicine (Žvanut Boštjan (24930));1
2013;Hristovski Dimitar (11373);Biology (Hristovski Dimitar (11373));1
2013;Hristovski Dimitar (11373);Medicine (Hristovski Dimitar (11373));1
2016;Hristovski Dimitar (11373);Medicine (Hristovski Dimitar (11373));1
2015;Hristovski Dimitar (11373);Computer Science (Hristovski Dimitar (11373));1
2016;Hristovski Dimitar (11373);Computer Science (Hristovski Dimitar (11373));1
2022;Ciber Luka (53448);Medicine (Ciber Luka (53448));1
2014;Colnarič Matjaž (09796);Computer Science (Colnarič Matjaž (09796));1
2016;Goriup Jana (13130);Psychology (Goriup Jana (13130));1
2018;Goriup Jana (13130);Psychology (Goriup Jana (13130));1
2017;Goriup Jana (13130);Sociology (Goriup Jana (13130));2
2013;Golob Boštjan (12092);Physics (Golob Boštjan (12092));26
2014;Golob Boštjan (12092);Physics (Golob Boštjan (12092));16
2015;Golob Boštjan (12092);Physics (Golob Boštjan (12092));22
2016;Golob Boštjan (12092);Physics (Golob Boštjan (12092));9
2017;Golob Boštjan (12092);Physics (Golob Boštjan (12092));7
2018;Golob Boštjan (12092);Physics (Golob Boštjan (12092));10
2019;Golob Boštjan (12092);Physics (Golob Boštjan (12092));10
2020;Golob Boštjan (12092);Physics (Golob Boštjan (12092));11
2021;Golob Boštjan (12092);Physics (Golob Boštjan (12092));12
2022;Golob Boštjan (12092);Physics (Golob Boštjan (12092));1
2013;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));6
2015;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));4
2016;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));4
2017;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));2
2018;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));1
2019;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));2
2020;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));1
2021;Golob Boštjan (12092);Medicine (Golob Boštjan (12092));3
2014;Golob Boštjan (12092);Computer Science (Golob Boštjan (12092));1
2022;Golob Boštjan (12092);Computer Science (Golob Boštjan (12092));1
2014;Golob Boštjan (12092);Materials Science (Golob Boštjan (12092));1
2015;Golob Boštjan (12092);Materials Science (Golob Boštjan (12092));1
2019;Golob Boštjan (12092);Materials Science (Golob Boštjan (12092));1
2022;Golob Boštjan (12092);Materials Science (Golob Boštjan (12092));1
2015;Golob Boštjan (12092);Art (Golob Boštjan (12092));1
2022;Golob Boštjan (12092);Art (Golob Boštjan (12092));2
2021;Golob Boštjan (12092);Biology (Golob Boštjan (12092));1
2014;Rajkovič Uroš (23262);Computer Science (Rajkovič Uroš (23262));2
2016;Rajkovič Uroš (23262);Computer Science (Rajkovič Uroš (23262));1
2017;Rajkovič Uroš (23262);Computer Science (Rajkovič Uroš (23262));1
2018;Rajkovič Uroš (23262);Computer Science (Rajkovič Uroš (23262));2
2021;Rajkovič Uroš (23262);Computer Science (Rajkovič Uroš (23262));2
2014;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));1
2016;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));1
2018;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));1
2019;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));1
2020;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));1
2021;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));2
2022;Rajkovič Uroš (23262);Medicine (Rajkovič Uroš (23262));3
2015;Rajkovič Uroš (23262);Economics (Rajkovič Uroš (23262));1
2018;Rajkovič Uroš (23262);Economics (Rajkovič Uroš (23262));1
2022;Rajkovič Uroš (23262);Economics (Rajkovič Uroš (23262));1
2017;Rajkovič Uroš (23262);Engineering (Rajkovič Uroš (23262));1
2019;Rajkovič Uroš (23262);Psychology (Rajkovič Uroš (23262));1
2021;Rajkovič Uroš (23262);Psychology (Rajkovič Uroš (23262));1
2021;Rajkovič Uroš (23262);Sociology (Rajkovič Uroš (23262));1
2021;Rajkovič Uroš (23262);Education (Rajkovič Uroš (23262));1
2016;Pušnik Črešnar Klementina (34450);Chemistry (Pušnik Črešnar Klementina (34450));2
2020;Pušnik Črešnar Klementina (34450);Materials Science (Pušnik Črešnar Klementina (34450));2
2021;Pušnik Črešnar Klementina (34450);Materials Science (Pušnik Črešnar Klementina (34450));3
2021;Pušnik Črešnar Klementina (34450);Medicine (Pušnik Črešnar Klementina (34450));3
2022;Pušnik Črešnar Klementina (34450);Medicine (Pušnik Črešnar Klementina (34450));2
2013;Ehmann Heike M. A. (33769);Chemistry (Ehmann Heike M. A. (33769));1
2014;Ehmann Heike M. A. (33769);Chemistry (Ehmann Heike M. A. (33769));1
2015;Ehmann Heike M. A. (33769);Chemistry (Ehmann Heike M. A. (33769));1
2013;Ehmann Heike M. A. (33769);Medicine (Ehmann Heike M. A. (33769));3
2014;Ehmann Heike M. A. (33769);Medicine (Ehmann Heike M. A. (33769));1
2015;Ehmann Heike M. A. (33769);Medicine (Ehmann Heike M. A. (33769));2
2013;Ehmann Heike M. A. (33769);Materials Science (Ehmann Heike M. A. (33769));2
2015;Ehmann Heike M. A. (33769);Materials Science (Ehmann Heike M. A. (33769));1
2014;Potrč Iztok (02046);Materials Science (Potrč Iztok (02046));1
2015;Lavrič Miran (22637);Political Science (Lavrič Miran (22637));1
2016;Lavrič Miran (22637);Political Science (Lavrič Miran (22637));1
2019;Lavrič Miran (22637);Political Science (Lavrič Miran (22637));1
2020;Lavrič Miran (22637);Political Science (Lavrič Miran (22637));1
2015;Lavrič Miran (22637);Sociology (Lavrič Miran (22637));1
2019;Lavrič Miran (22637);Sociology (Lavrič Miran (22637));1
2017;Lavrič Miran (22637);Economics (Lavrič Miran (22637));1
2022;Lavrič Miran (22637);Economics (Lavrič Miran (22637));1
2018;Lavrič Miran (22637);Business (Lavrič Miran (22637));1
2020;Lavrič Miran (22637);Psychology (Lavrič Miran (22637));1
2022;Lavrič Miran (22637);Psychology (Lavrič Miran (22637));2
2020;Lavrič Miran (22637);Geography (Lavrič Miran (22637));1
2021;Gantar Gašper (15695);Materials Science (Gantar Gašper (15695));1
2016;Brezovnik Robert (31549);Computer Science (Brezovnik Robert (31549));1
2017;Brezovnik Robert (31549);Computer Science (Brezovnik Robert (31549));1
2019;Brezovnik Robert (31549);Computer Science (Brezovnik Robert (31549));1
2017;Brezovnik Robert (31549);Engineering (Brezovnik Robert (31549));3
2018;Hertiš Petek Tjaša (54497);Medicine (Hertiš Petek Tjaša (54497));2
2022;Hertiš Petek Tjaša (54497);Medicine (Hertiš Petek Tjaša (54497));1
2020;Tibaut Tilen (51941);Materials Science (Tibaut Tilen (51941));1
2017;Doreian Patrick (13264);Computer Science (Doreian Patrick (13264));2
2019;Doreian Patrick (13264);Computer Science (Doreian Patrick (13264));1
2017;Doreian Patrick (13264);Mathematics (Doreian Patrick (13264));2
2020;Triglav Čekada Mihaela (23564);Geology (Triglav Čekada Mihaela (23564));1
2014;Sepčić Kristina (15328);Biology (Sepčić Kristina (15328));1
2014;Sepčić Kristina (15328);Medicine (Sepčić Kristina (15328));1
2017;Sepčić Kristina (15328);Medicine (Sepčić Kristina (15328));1
2015;Sepčić Kristina (15328);Environmental Science (Sepčić Kristina (15328));1
2017;Sepčić Kristina (15328);Chemistry (Sepčić Kristina (15328));1
2021;Podgorelec David (15671);Computer Science (Podgorelec David (15671));2
2022;Podgorelec David (15671);Computer Science (Podgorelec David (15671));1
2014;Kralj Kunčič Marjetka (28193);Biology (Kralj Kunčič Marjetka (28193));1
2014;Kralj Kunčič Marjetka (28193);Medicine (Kralj Kunčič Marjetka (28193));1
2017;Kralj Kunčič Marjetka (28193);Materials Science (Kralj Kunčič Marjetka (28193));1
2019;Kralj Kunčič Marjetka (28193);Chemistry (Kralj Kunčič Marjetka (28193));1
2015;Šalamon Tanja (33499);Economics (Šalamon Tanja (33499));1
2016;Šalamon Tanja (33499);Economics (Šalamon Tanja (33499));1
2017;Šalamon Tanja (33499);Computer Science (Šalamon Tanja (33499));1
2018;Blenkuš Matej (19406);Engineering (Blenkuš Matej (19406));1
2013;Rozman Kati (33209);Computer Science (Rozman Kati (33209));1
2021;Rozman Kati (33209);Computer Science (Rozman Kati (33209));1
2013;Rozman Kati (33209);Mathematics (Rozman Kati (33209));1
2013;Rozman Kati (33209);Medicine (Rozman Kati (33209));1
2019;Krajnc Damjan (23475);Environmental Science (Krajnc Damjan (23475));1
2022;Krajnc Damjan (23475);Environmental Science (Krajnc Damjan (23475));1
2020;Krajnc Damjan (23475);Political Science (Krajnc Damjan (23475));1
2020;Krajnc Damjan (23475);Biology (Krajnc Damjan (23475));1
2021;Krajnc Damjan (23475);Economics (Krajnc Damjan (23475));1
2022;Krajnc Damjan (23475);Economics (Krajnc Damjan (23475));1
2022;Krajnc Damjan (23475);Business (Krajnc Damjan (23475));1
2014;Valant Janez (27543);Materials Science (Valant Janez (27543));1
2014;Valant Janez (27543);Medicine (Valant Janez (27543));1
2021;Đorđeski Marina (54452);Computer Science (Đorđeski Marina (54452));2
2022;Đorđeski Marina (54452);Computer Science (Đorđeski Marina (54452));1
2022;Đorđeski Marina (54452);Business (Đorđeski Marina (54452));1
2016;Vohl Sabina (39990);Chemistry (Vohl Sabina (39990));1
2020;Vohl Sabina (39990);Chemistry (Vohl Sabina (39990));1
2021;Vohl Sabina (39990);Chemistry (Vohl Sabina (39990));1
2016;Vohl Sabina (39990);Medicine (Vohl Sabina (39990));1
2019;Vohl Sabina (39990);Medicine (Vohl Sabina (39990));1
2019;Vohl Sabina (39990);Materials Science (Vohl Sabina (39990));1
2013;Zwitter Vitez Ana (24440);Linguistics (Zwitter Vitez Ana (24440));1
2016;Knor Martin (36238);Computer Science (Knor Martin (36238));1
2017;Knor Martin (36238);Computer Science (Knor Martin (36238));1
2019;Knor Martin (36238);Computer Science (Knor Martin (36238));1
2020;Knor Martin (36238);Computer Science (Knor Martin (36238));2
2016;Knor Martin (36238);Mathematics (Knor Martin (36238));1
2017;Knor Martin (36238);Mathematics (Knor Martin (36238));2
2018;Knor Martin (36238);Mathematics (Knor Martin (36238));1
2019;Knor Martin (36238);Mathematics (Knor Martin (36238));1
2020;Knor Martin (36238);Mathematics (Knor Martin (36238));2
2013;Rošic Danko R. (32039);Materials Science (Rošic Danko R. (32039));2
2013;Rošic Danko R. (32039);Medicine (Rošic Danko R. (32039));1
2017;Homšak Evgenija (23215);Medicine (Homšak Evgenija (23215));1
2014;Hadžiselimović Miralem (20452);Engineering (Hadžiselimović Miralem (20452));2
2016;Hadžiselimović Miralem (20452);Engineering (Hadžiselimović Miralem (20452));1
2017;Hadžiselimović Miralem (20452);Engineering (Hadžiselimović Miralem (20452));3
2019;Hadžiselimović Miralem (20452);Engineering (Hadžiselimović Miralem (20452));2
2015;Hadžiselimović Miralem (20452);Environmental Science (Hadžiselimović Miralem (20452));1
2017;Hadžiselimović Miralem (20452);Environmental Science (Hadžiselimović Miralem (20452));4
2018;Hadžiselimović Miralem (20452);Environmental Science (Hadžiselimović Miralem (20452));1
2019;Hadžiselimović Miralem (20452);Environmental Science (Hadžiselimović Miralem (20452));2
2016;Hadžiselimović Miralem (20452);Business (Hadžiselimović Miralem (20452));2
2016;Hadžiselimović Miralem (20452);Computer Science (Hadžiselimović Miralem (20452));1
2017;Hadžiselimović Miralem (20452);Computer Science (Hadžiselimović Miralem (20452));1
2018;Hadžiselimović Miralem (20452);Computer Science (Hadžiselimović Miralem (20452));1
2019;Hadžiselimović Miralem (20452);Computer Science (Hadžiselimović Miralem (20452));2
2020;Hadžiselimović Miralem (20452);Computer Science (Hadžiselimović Miralem (20452));1
2022;Hadžiselimović Miralem (20452);Computer Science (Hadžiselimović Miralem (20452));1
2018;Hadžiselimović Miralem (20452);Mathematics (Hadžiselimović Miralem (20452));1
2019;Hadžiselimović Miralem (20452);Materials Science (Hadžiselimović Miralem (20452));1
2020;Hadžiselimović Miralem (20452);Materials Science (Hadžiselimović Miralem (20452));1
2021;Hadžiselimović Miralem (20452);Materials Science (Hadžiselimović Miralem (20452));1
2016;Majer Kovačič Janja (19568);Chemistry (Majer Kovačič Janja (19568));2
2019;Majer Kovačič Janja (19568);Chemistry (Majer Kovačič Janja (19568));2
2019;Majer Kovačič Janja (19568);Medicine (Majer Kovačič Janja (19568));1
2022;Majer Kovačič Janja (19568);Medicine (Majer Kovačič Janja (19568));1
2022;Majer Kovačič Janja (19568);Materials Science (Majer Kovačič Janja (19568));1
2013;Perc Matjaž (23428);Biology (Perc Matjaž (23428));12
2014;Perc Matjaž (23428);Biology (Perc Matjaž (23428));20
2015;Perc Matjaž (23428);Biology (Perc Matjaž (23428));11
2016;Perc Matjaž (23428);Biology (Perc Matjaž (23428));15
2017;Perc Matjaž (23428);Biology (Perc Matjaž (23428));10
2018;Perc Matjaž (23428);Biology (Perc Matjaž (23428));6
2019;Perc Matjaž (23428);Biology (Perc Matjaž (23428));2
2020;Perc Matjaž (23428);Biology (Perc Matjaž (23428));10
2021;Perc Matjaž (23428);Biology (Perc Matjaž (23428));3
2022;Perc Matjaž (23428);Biology (Perc Matjaž (23428));1
2013;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));14
2014;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));22
2015;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));15
2016;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));8
2017;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));13
2018;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));18
2019;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));21
2020;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));19
2021;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));18
2022;Perc Matjaž (23428);Computer Science (Perc Matjaž (23428));8
2013;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));13
2014;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));17
2015;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));12
2016;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));15
2017;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));9
2018;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));11
2019;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));7
2020;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));22
2021;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));16
2022;Perc Matjaž (23428);Medicine (Perc Matjaž (23428));18
2013;Perc Matjaž (23428);Physics (Perc Matjaž (23428));17
2014;Perc Matjaž (23428);Physics (Perc Matjaž (23428));24
2015;Perc Matjaž (23428);Physics (Perc Matjaž (23428));13
2016;Perc Matjaž (23428);Physics (Perc Matjaž (23428));16
2017;Perc Matjaž (23428);Physics (Perc Matjaž (23428));13
2018;Perc Matjaž (23428);Physics (Perc Matjaž (23428));16
2019;Perc Matjaž (23428);Physics (Perc Matjaž (23428));10
2020;Perc Matjaž (23428);Physics (Perc Matjaž (23428));19
2021;Perc Matjaž (23428);Physics (Perc Matjaž (23428));16
2022;Perc Matjaž (23428);Physics (Perc Matjaž (23428));8
2013;Perc Matjaž (23428);Economics (Perc Matjaž (23428));4
2014;Perc Matjaž (23428);Economics (Perc Matjaž (23428));9
2015;Perc Matjaž (23428);Economics (Perc Matjaž (23428));4
2016;Perc Matjaž (23428);Economics (Perc Matjaž (23428));2
2017;Perc Matjaž (23428);Economics (Perc Matjaž (23428));2
2018;Perc Matjaž (23428);Economics (Perc Matjaž (23428));6
2019;Perc Matjaž (23428);Economics (Perc Matjaž (23428));8
2020;Perc Matjaž (23428);Economics (Perc Matjaž (23428));7
2021;Perc Matjaž (23428);Economics (Perc Matjaž (23428));3
2022;Perc Matjaž (23428);Economics (Perc Matjaž (23428));3
2013;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));2
2014;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));4
2016;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));1
2018;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));1
2019;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));2
2020;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));2
2021;Perc Matjaž (23428);Psychology (Perc Matjaž (23428));1
2013;Perc Matjaž (23428);Geology (Perc Matjaž (23428));1
2016;Perc Matjaž (23428);Geology (Perc Matjaž (23428));1
2014;Perc Matjaž (23428);Business (Perc Matjaž (23428));1
2015;Perc Matjaž (23428);Business (Perc Matjaž (23428));3
2016;Perc Matjaž (23428);Business (Perc Matjaž (23428));1
2018;Perc Matjaž (23428);Business (Perc Matjaž (23428));1
2019;Perc Matjaž (23428);Business (Perc Matjaž (23428));1
2020;Perc Matjaž (23428);Business (Perc Matjaž (23428));5
2021;Perc Matjaž (23428);Business (Perc Matjaž (23428));3
2014;Perc Matjaž (23428);Political Science (Perc Matjaž (23428));1
2018;Perc Matjaž (23428);Political Science (Perc Matjaž (23428));1
2021;Perc Matjaž (23428);Political Science (Perc Matjaž (23428));1
2014;Perc Matjaž (23428);Mathematics (Perc Matjaž (23428));4
2015;Perc Matjaž (23428);Mathematics (Perc Matjaž (23428));3
2016;Perc Matjaž (23428);Mathematics (Perc Matjaž (23428));7
2017;Perc Matjaž (23428);Mathematics (Perc Matjaž (23428));4
2018;Perc Matjaž (23428);Mathematics (Perc Matjaž (23428));7
